id,transcription
1579,THIS PERSON WAS REDULFUL WITHOUGH HE HAD GONE TO LOOK HER HIS FRIENDS HAD CHANGED HIS MIND IN ACRESPECT NOT THINKING IT ADVISABLES WHO ACQUAINTED THEM BUT WHAT HAD PASSED BETWEEN HIM IN THE GIRL
1580,ON THE CONTRARY HE RESOLVED TO TELL THEM THAT REPENTING OF HIS VIOLENCE AND MOVED BY A TEAR SHE HAD ONLY CARRIED HER HALF WAY TOWARDS HIS HOUSE AND THEN LETTER GO
1581,CHOKING WITH EMOTION LIEUCADIA MADE A SIGN TO HER PARENTS THAT SHE WISHED TO BE ALONE WITH THEM
1582,THAT WILL BE VERY WELL MY CHILD REPLIED TO FATHER IF YOU'LL PLAN WHEN NOT LIABLE TO BE FRESTRATED BY ORDINARY CUNNING BUT NO DOUBT THIS IMAGE HAD BEEN ALREADY MISSED BY HIS OWNER AND HE WILL HAVE SET IT DOWN FASCERTAIN THAT IT WAS TAKEN OUT OF THE ROOM BY THE PERSON HE LOCKED UP THERE
1583,WHAT YOU HAD BEST DUE MY CHILD IS TO KEEP IT AND PRAYTO IT THAT SINS IT WAS A WITNESS TO YOUR UNDOING IT WILL DAIN TO VENDICATE YOUR CAUSE BY THE RIGHTEOUS JUDGMENT
1584,THUS STOOD AS SHE MAIN AND RIGHT MINDED FATHER COMFORT HIS UNHAPPY DAUGHTER AND HER MOTHER EMBRACING HER AGAIN IT ALL SHE COULD TO SOOTHE FEELINGS
1585,SHE MEANWHILE HAS HER LIFE WITH HER PARRONS IN THE STRICTUS TO RETARMINED NEVER LETTING HERSELF BE SEEN BUT SHUNNING EVERY EYELISTED SHOULD READ HER MISFORTUNE IN HER FACE
1586,TIME ROLLED ON THE HOUR OF HER DELIVERY ARRIVED IT TOOK PLAYS AND THE OUTBOTH SECRECY HER MOTHER TAKEN UP ON HER THE OFFICE OF MIDWIFE AS SHE GAY BIRTH TO A SON WHAT OF THE MOST BEAUTIFUL EVER SEEN
1587,AND THE BOY WALKED THROUGH THE STREETS BLESSINGS WHERE SHOWERED UPON HIM BY ON WHO SAW HIM BLESSING UPON HIS BEAUTY UPON THE MOTHER THE BOARD HIM UPON THOSE WHO BROUGHT HIM UPON THOSE WHO BROUGHT HIM OUT SO WELL
1588,ONE DAY WHEN THE BOY WAS SENT BY HIS GRANDFATHER WITH A MESSAGE TO A RELATION HE PASSED ALONG A STREET IN WHICH THERE WAS A GREAT CONCOURSE OF HORSEMEN
1589,THE BED SHE TOO WELL REMEMBERED WAS THERE AND ABOVE ALL THE CABINET ON WHICH HAD STOOD THE IMAGE YET TAKEN AWAY WAS STILL IN THE SAME SPOT
1590,LOUISE WAS OUT OF DANGER IN A FORTNIGHT IN A MONTH HE AROSE FROM HIS BED AND JOINING ALL THAT TIME HE WAS VISITED DAILY BY HIS MOTHER AND GRANDMOTHER AND TREATED BY THE MASTER AND MISTRESS OF THE HOUSE AS IF HE WAS THEIR OWN SHILD
1591,THUS SAYING AND PRESSING THE CRUSS OF FIXED HER BREAST SHE FELL FAINTING INTO THE ARMS OF DANNIEREST OF FANNIA WHO WAS A GENTLE WOMAN TO WHOSE SIX PITEOUS TO MAN INSTANTLY PRESSED HER LIPS TO THOSE OF THE FAINTING GIRL SHUTTING OVER HER SO MANY TEARS THAT THERE NEEDED NO OTHER SPRINKLY OF WATER TO RECOVER NO CADIA FROM HER SOON
1592,I HAVE QUEAT THINGS TO TELL YOU SIGNOR SAID DONE AS TO FIND YET TO HER HUSBAND THE CREAM IN SUBSTANCE OF WHICH IS THIS THE FAINT IN GIRL BEFORE YOU IS YOUR DAUGHTER AND A BOY IS YOUR GRANDSON
1593,THIS TRUTH WHICH I HAD LEARNED FROM HER LIVES IS CONFUMED BY HIS FACE AND WISH WE HAD BOTH BEHELD THAT OF OUR SON
1594,JUST THEN LIOCADIA CAME TO HERSELF AND EMBRACING THE CROSS SEEMED CHANGED INTO A SEA OF TEARS AND THE GENTLEMAN REMAINING IN ASHER THEY WILDERMENT UNTIL US WIFE HAD REPEATED TO HIM FROM THE GUINEAN TWIN THE OCCADE US WHOLE STORY AND HE BELIEVED IT THROUGH THE BLESS A DISPONSATION OF HEAVEN WHICH HAD CONFIRMED IT BY SO MANY CONVINCE INTESTIMONS
1595,SO PERSUASIVE WERE HER AND TREATIES AS SO STRONG RESURENCE AS THAT NO HARM WHATEVER COULD RESOLVE TO THEM FROM THE INFLAMMATION SHE SOUGHT THEY WERE INDUCED TO CONFESS THAT ONE SUMMER'S NIGHT THE SAME SHE ADMENTIONED THEMSELVES AT ANOTHER FRIEND BEING OUT ON THE STROLL WITH HER DOLLFUL CARE IT OFF WHILST THE REST OF THEM DETAINED HER THEY COULD
1596,FOR GOT SAKE MY LADY MOTHER GIVE ME A WIFE WHO WOULD BE IN AGREEABLE COMPANION NOT ONE WHO WOVED IS GUST ME USE OF THAT WE MAY BOTH BEAR EVENLY AND WITH MUTUAL GOOD WILL THE YOKE IMPOSED ON US BY HEAVEN HAS SET OPPULLING THIS WAY AND THAT WAY AND FRETTING EACH OTHER TO DEATH
1597,HER BEARING WAS GRACEFUL AND ANIMATED SHE LED HER SON BY THE HAND AND BEFORE HER WALKED TWO MAIDS WITH WAX LIGHTS AND SILVER CANNEL STICKS
1598,ALL ROSE TO DO HER REVERENCE AS IF SOMETHING FROM HEAVEN HAD MIRACULOUSLY APPEARED BEFORE THEM BUT GAZING ON HER AND TRANSWITH ADMIRATION NOT ONE OF THEM WAS ABLE TO ADDRESS A SINGLE WORD TO HER
1599,SHE REFLECTED HOW NEAR SHE STOOD TO THE CHRISIS WHICH WAS TO DETERMINE WHETHER SHE WAS TO BE BLESS OR UNHAPPY FOREVER AND RACKED BY THE INTENSITIVE HER EMOTIONS SHE SUDDENLY CHANGED COLOR HER HEAD DROPPED AND SHE FELL FORWARD IN A SWOMAN TO THE ARMS OF THE DISMADEST APHONIA
1600,HIS MOTHER HAD LEFT HER TOO HIM AS BEING HER DESTINED PROTECTOR BUT WHEN SHE SAW THAT HE TOO WAS INSENSIBLE SHE WAS NEAR MAKING A THIRD AND WOULD HAVE DONE SO HAD DID NOT COME TO HIMSELF
1601,NO THEN SUN ON MY HEART THAT THIS FAINTING LADY IS YOU REAL BRIDE I SAY REAL BECAUSE SHE IS THE ONE WHOM YOU FATHER AND I HAVE CHOSEN FOR YOU AND A PORTRAIT WAS APPRETANCE
1602,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING TO HOLD AS FLOWED FASTIST AND THEIR EJACULATIONS WHERE MOST EXPRESSIVE OF DESPAIR THE OCCADIA GAZE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS FOR THE HEARTS OF ALL
1603,WHEN SHE CAME TO HER SENSES AND BLUSHING TO FIND HERSELF AND REDOLPH WAS ARMS WOULD HAVE DISENGAGED HERSELF NO SENERA HE SAID THAT MUST NOT BE STRIVED NOT TO ADDROFT FROM THE HUMS OF HIM WHO HOLD YOU IN HIS SOUL
1604,THIS WAS DONE FOR THE EVENT TOOK PLAYS AT A TIME WHEN THE CONSENT OF THE PARTIES WAS SUFFICIENT FOR THE CELEBRATION OF THE MARRIAGE WITHOUT ANY OF THE PERLIMINARY FORMALITIES WHICH ARE NOW SO PROPERLY REQUIRED
1605,NO IS WERE DOLFUL LESS SURPRISED THAN THEY AND A BETTER TO ASSURE HIMSELF SO WONDERFUL EFFECT HE BEGGED LOCATIA TO GIVE HIM SOME TOKEN WHICH SHOULD MAKE PERFECTLY CLEAR TO HIM THAT WHICH INDEED HE DID NOT DOUBT SINCE IT WAS AUTHENTICATED BY HIS PARENTS
1606,YOU KNOW CAPTAIN LAKE
1607,SAID LORD CHELVERED ADDRESSING ME
1608,HE HAD HIS HAND UPON LAKE SHOULDER
1609,THEY ARE COUSINS YOU KNOW WE ARE ALL COUSINS
1610,WHATEVER LORD CHELFORD SAID MISS GRANDIN RECEIVED IT VERY GRACIOUSLY AND EVEN WITH A MOMENTARY SMILE
1611,BUT HER GREETING TO CAPTAIN LAKE WAS MORE THAN USUALLY HAUGHTY AND FROZEN AND HER FEATURES I SHANCIED PERTICULARLY PROUD AND PALE
1612,AT DINNER LAKE WAS EASIENT AMUSING
1613,I'M GLAD YOU LIKE IT SAYS WIRELDER CHUCKLING BENIGMANTLY HONEY OVER HIS SHOULDER
1614,I BELIEVE I HAVE A LITTLE TEAST THAT WAY THOSE ARE ALL REAL YOU KNOW THOSE JEWELS
1615,AND HE PLACED IT IN THAT GENTLEMAN'S FINGERS WHO NOW TOOK HIS TURNED THE LIMP AND CONTEMPLY THAT THE LITTLE PARALLEL AGRAM WITH A GLEAM OF SLY AND USEMENT
1616,I WAS THINKING IT'S VERY LIKE THE ASE OF HEARTS ANSWERED THE CAPTAIN SOFTLY SMILING ON
1617,WHEREUPON LAKE LAUGHED QUIETLY STILL LOOKING ON THE ACE OF HEARTS WITH HIS SLY EYES
1618,AND WILDER LEFT TO MORE SUDDENLY ANNOYSILY THAN THE HURE OF THE JOKE SEEMS QUITE TO CALL FOR AND GLANCED A GRIM LOOK FROM THE CORNERS OF HIS EYES UNLEAK BUT THE GALLANT CAPTAIN DID NOT SEEM TO PERCEIVE IT AND AFTER A FEW SECONDS MORE HE HANDED IT VERY INNOCENTLY BACK TO MISSUS DARTHY ONLY REMARKING
1619,DO YOU KNOW LAKE OH I'VE REALLY CAN'T TELL BUT HE'LL SOON TIRE OF COUNTRY LIFE
1620,HE'S NOT A MAN FOR COUNTRY QUARTERS
1621,I HOW HOW HEROD DREAM ABOUT HIM LAST NIGHT THEY
1622,OH I KNOW THAT'S LORN BREANDON
1623,ALL THE TIME HE WAS TALKING TO ME HE'S ANGRY LITTLE EYES WERE FOLLOWING LAKE
1624,MISS LAKE DECLINED THE CARRIAGE TO NIGHT
1625,AND HE ADDED SOMETHING STILL LESS COMPLIMENTARY
1626,BUT TAUGHT THESE VERY WISE THINGS SOMETIMES TURN OUT VERY FOOLISHLY
1627,IN THE MEANTIME I HAD FORMED A NEW IDEA OF HER
1628,I THIS TIME LORD CHILVERED A WOLDER RETURNED AND DISGUSTED RATHER WITH MYSELF I RUMINEDED ON MY WANT OF GENERALSHIP
1629,AND HE MADE A LITTLE DIP OF HIS CAME TOWARDS BRANDED HAW OVER HIS SHOULDER
1630,YES SO THEY SAID BUT DOUBT WOULD I THINK HAVE BEEN WORSE
1631,IF A FELLOWS BEEN A LITTLE BICK WILD HE IS BEALS ABOUT IT ONCE
1632,BRAPTONS A VERY GOOD FELLOW I CAN ASSURE YOU
1633,I DON'T KNOW MY CAN'T SAY HOW YOU FIND GENTLEMAN DEFINE WICKEDNESS ONLY AS AN OBSCURE FEMALE I SPEAK ACCORDING TO MY LIGHTS AND HE IS GENERALLY THOUGHT THE WIGOTEST MAN IN THIS COUNTY
1634,WELL YOU KNOW RADY WOMEN LIKE WICKED FELLOWS IT IS CONTRAST I SUPPOSE BUT THEY DO AND I'M SURE FROM WHAT DRACTING HAS SAID TO ME I KNOW HIM INTIMATELY THAT DORK US LIKE SOME AND I CAN'T CONCEIVE WHY THEY ARE NOT MARRIED
1635,THEIR WALK CONTINUED SILENT FOR THE GREATER PART NEITHER WAS QUITE SATISFIED WITH THE OTHER BUT RACHEL AT LAST SAID
1636,NOW THAT'S IMPOSSIBLE RADY FOR I REALLY DON'T THINK I WANTS THOUGHT OF HIM ALL THE SEVENING EXCEPT JUST WHILE WE WERE TALKING
1637,THERE WAS A BRIGHT MOONLIGHT BROKEN BY THE SHADOWS OF OVERHANGING BOWS AND WITH HER LEAVES AND THE MODEL LIGHTS AND SHADOWS GLIDED ADDLY ACROSS HIS PALE FEATURES
1638,DON'T INSULT ME STANDLY BY TALKING AGAIN AS YOU DID THIS MORNING
1639,WHEN I SAY IS ALTOGETHER ON YOUR OWN ACCOUNT
1640,MARK MY WORDS YOU'LL FIND HIM TOO STRONG FOR YOU I AND TOO DEEP
1641,I AM VERY UNEASY ABOUT IT WITH EVER IT IS I CAN'T HELP IT
1642,TO MY MIND THERE HAS ALWAYS BEEN SOMETHING INEXPRESSIBLY AWFUL INFAMILY FUTES
1643,THE MYSTERY OF THEIR ORIGIN THEIR CAPACITY FOR EVOLVING LATEN FACULTIES OF CRIME AND THE STUDY BY TALITY WITH WHICH THEY SURVIVED THE HERS AND SPEAK THEIR DEEP MOUTH IN THE LIGNITIES IN EVERY NEWBORN GENERATION HAVE A SOCIETED THEM SOMEHOW IN MY MIND WITH A SPECIAL SATANAC ACTION
1644,THE FLOOR MORE THAN ANYTHING OUTSE SHOWED THE GREAT AGE OF THE ROOM
1645,MY BED WAS UNEXCEPTIONAL BLEE COMFORTABLE BUT IN MY THEN ROOD I COULD HAVE WISHED IT A GREAT DEAL MORE MODERN
1646,ITS CORDANS WERE OF THICK AND FEEDED TATHESTRY
1647,ALL THE FURNITURE BELONGED OTHER TIMES
1648,I SHAN'T TROUBLE YOU ABOUT MY TRAIN OF THOUGHTS OR VANCIES BUT I BEGAN TO FEEL VERY LIKE A GENTLEMAN IN THE GOE STORY WATCHING EXPERIMENTALLY IN A HAUNTED CHABER
1649,I DID NOT EVEN TAKE THE PERCAUTION OF SMOKING UP THE CHIMNEY
1650,I BOLDLY LIGHTED MY TROOT
1651,A COLD BRIGHT MOON WAS SHINING WITH CLEAR SHARP LIGHTS AND SHADOWS
1652,THE SOMBRE OLD TREES LIKE JOGAN TO COARSE PLOOMS BLACK AND AWFUL
1653,SOMEHOW I HAD GROWN NERVOUS
1654,A LITTLE BIT OF PLASTER TUMBLED DOWN THE CHIMMIE AND STARTLED ME CONJOUNDEDLY
1655,IT WAS NOT VERY MUCH PASSED ELEVEN THAT MORNING WHEN THE PONY CARRIAGE FROM BRANDON DREW UP BEFORE THE LITTLE GARDEN WICKED OF REDOMAN'S FARM
1656,WELL SHE WAS BETTER THOUGH SHE HAD HAD A BAD NIGHT
1657,SO THEIR CAME A STEP AND THE LITTLE RUSTLING OF FEMINING DRABERIES THE SMALL DOOR OPENED AND RACHEL ENTERED WITH HER HAND EXTENDED AND A PALE SMILE OF BULCOME
1658,WOMEN CAN HIDE THEIR PAIN BETTER THAN WE MEN AND BEAR IT BETTER TOO EXCEPT WHEN SHAME DROPS FIRE INTO THE DREADFUL CHALLACE
1659,BUT POOR REGILATELY HAD MORE THAN THAT STOLICAL HAD POCKERCY WHICH ENABLES THE TORTURED SPIRITS OF HER SEX TO LIFT A PALE FACE THROUGH THE FLAMES AND SMILE
1660,THIS TRANSIC SPRING AND LATING UP OUR BEAUTIFUL A GLANOR BEGUILING OUR SENSES
1661,THERE WAS SOMETHING OF SWEETNESS AND THOUGHNESS IN HER TONES AND MANNER WHICH WAS NEWD OF RACHEL AND COMFORTY AND SHE RETURNED THE GREETING AS KINDLY AND FELT MORE LIKE HER FORM HERSELF
1662,RAGELS CALE AND SHARPENED FEATURES AND DILATED EYE STRUCK HER WITH A PEANFUL SURPRISE
1663,YOU HAVE BEEN SO ILL MY POOR REACHER
1664,ILL AND TROUBLED DEAR TROUBLED IN MISERABLY NERVOUS
1665,POOR RACHEL HER NATURE RECOILED FROM DECEIT AND SHE TOLD AT OLEVENTS AS MUCH OF THE TRUTH AS SHE DARED
1666,SHE SPOKE WITH A SUDDEN ENERGY WHICH PARTOOK OF FEAR AND PASSION AND FLUSHED HER THING CHEEK AND MADE HER LANGUID EYES FLASH
1667,THANK YOU RACHEL MY COUSIN RACHEL MY ONLY FRIEND
1668,CHELFORD HAD A NOTE FROM MISTER WALLDER THIS MORNING ANOTHER NOTE HIS COMING DELAYED AND SOMETHING OF HIS HAVING TO SEE SOME PERSON WHO WAS A BROAD CONTINUED DIRCUS AFTER A LITTLE PAUSE
1669,YES SOMETHING EVERYTHING SAID RACHEL HEARDLY LOOKING FROWNINGLY AT A FLOWER WHICH SHE WAS TWIRLY IN HER FINGERS
1670,YES SAID RACHEL
1671,AND THE WAN ORACLE HAVING SPOKEN SHE SAT DOWN IN THE SAME SORT OF ABSTRACTION AGAIN BESIDE DORCAS AND SHE LOOKED FULL IN HER COUSIN'S EYES
1672,OF MARK WILDER I SAY THIS HIS NAME HAS BEEN VERY YEARS HATEFUL TO ME AND RECENTLY IT HAS BECOME FRIGHTFUL AND YOU WILL PROMISE ME SIMPLY THIS THAT YOU WILL NEVER ASK ME TO SPEAK AGAIN ABOUT HIM
1673,IT IS AN ANTIPATHY AND INTIPATHY I CAN NOCK AT OVERDORKUS YOU MAY THINK IT A MADNESS BUT DON'T GLAIN ME
1674,I HAVE VERY FEW TO LOVE ME NOW AND I THOUGHT YOU MIGHT LOVE YOU
1675,AND SHE THREW HER ARMS ROUND HER COUSIN'S NECK AND GRAVE REACHEL AT LAST BURST INTO TEARS
1676,DORCAS IN HER STRANGE WAY WAS MOVED
1677,I LIKE YOU STILL RACHEL I'M SURE ALL ALWAYS LIKE YOU
1678,YOU RESEMBLE ME RACHEL YOU ARE FEARLESS AND INFLEXIBLE AND GENEROUS
1679,YES RACHEL I DO LOVE YOU
1680,THINK YOU DORK AS YEAR
1681,HE BEGAN A CONFUSED COMPLAINT AGAINST THE WISER WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT
1682,KIVE NOT SO EARNEST A MIND TO THESE MUMMORY IS CHILD
1683,A GOLDEN FORTUNE AND A HAPPY LIFE
1684,HE WAS LIKE UNTO MY FATHER IN A WAY AND YET WAS NOT MY FATHER
1685,ALSO THERE WAS A STRIPLING PAGE WHO TURNED INTO A MAID
1686,THIS WAS SO SWEET A LADY SIR AND IN SOME MANNER I DO THINK SHE DIED
1687,BUT THEN THE PICTURE WAS GONE AS QUICKLY AS IT CAME
1688,SISTER KNOW DO YOU HEAR THESE MARVELS
1689,TAKE YOUR PLACE AND LET US EE WITH THE CRYSPAL CAN SHOW TO YOU
1690,LIKE AS NOT YOUNG MASTER THOUGH I AM AN OLD MAN
1691,FORTH WITH ALL RAN TO THE OPENING OF THE TENT TO SEE WHAT MIGHT BE A MISS BUT MASTER WILL WHO PEEPED OUT FIRST NEEDED NO MORE THAN ONE GLANCE
1692,HE GAVE WAY TO THE OTHERS VERY READILY AND RETREATED UNPERCEIVED BY THE SQUIRE AND MISTRESS FITZ OF TO THE REAR OF THE TEBT
1693,CRIES OF A KNOTTING HIM ON KNOTING HIM
1694,BEFORE THEM FLED THE STROLLER AND HIS THREE SONS CAPITALIST AND TERRIFIED
1695,WHAT IS THAT TUMULT AND RIGHTING CRIED OUT THIS QUIRE AT THE RITATIVELY AND HE BLUE TWICE ON THE SILVER WHISTLE WHICH HUNG IT HAS BUILT
1696,NAY WE REFUSED THEY WERE QUEST MOST POLITELY MOST NOBLE SAID THE LITTLE STROLLER
1697,AND THEN MAY BECAME VEXED AND WOULD HAVE SENATURE PURSED FROM US
1698,I COULD NOT SEE MY BOY INJURED EXCELLENCE FOR BUT DOING HIS DUTIES ONE OF COMBERLAIN SONS
1699,SO BY DID PUSH THIS VILLOW
1700,IT IS E NOUGH SAID GEORGE GAME WILL SHARPLY AS HE TURNED UPON THE CROWD
1701,SHE MON YOU CITIZENS CRIED HE I BULLUSH FOR MY FELLOWS OF NOTTING HIM
1702,SURELY WE CAN SO MIT WITH GOOD GRACE
1703,TIS FIND FOR YOU TO TALK OLD MAN ANSWERED THE LEAN SO IN A PRENTICE
1704,BUT I RESOLVED WITH HIS FELLOW AND DO KNOW THAT HE PLAYED ON FAIRLY IN THE SECOND BOUNT
1705,SPOKE THIS QUIRE LOSING ALL PATIENT AND IT WAS TO YOU THAT HAD GAVE ANOTHER PERSON CONSOLATION
1706,COME TO ME MEN HERE HE RAISED HIS VOICE DILL LOUDER
1707,THE STROLLERS TOOK THEIR PARTNET WITH HARD ESSESSED NOW AT THEY HAD SOME CHANCE OF BEATING OFF THEIR FOSE
1708,ROBBID IN THE LITTLE TUMPLER BETWEEN THEM TRY TO FORCE THIS QUIRE TO STAND BACK AND VERY VALUATELY DID THESE TWO COMPORT THEMSELVES
1709,THE HEADEN CHIEF OF THE RIOT THAN AUDING HAM A PRENTICE WITH CLENCH FISTS THREATENED MOUNT FOUSSET
1710,THE SQUIRE HELPED A THRUST THEM ALL LAND AND ENTERED TWIFTLY HIMSELF
1711,NOW BE SILENT ON YOUR LIVES HE BEGAN BUT THE CAPTURED A PRENTICE SET UP AN INSTANT SHOUT
1712,SILENCE YOU NAVE CRIED MONTPHI SHAY
1713,HE FELT FOR AND FOUND THE WIZARD'S BLACK CLOTH THE SQUIRE WAS QUITE OUT OF BREATH
1714,THRUSTING OPEN THE PROPER ENTRANCE OF THE TENT ROBIN SUDDENLY RUSHED FORTH WITH HIS BURDEN WITH A GREAT SHOUT
1715,A MOFFIE SHAY A MONTHBE SHAY GAME WELL TO THE RESCUE
1716,TAKING ADVANTAGE OF THIS THIS QUIRES TO YOU MEN REDOUBLED THEIR EFFORTS AND ENCOURAGED BY ROBINS IN THE LITTLE STROLLER'S CRIES FALTH THEIR WAY TO HIM
1717,GEORGE MONTH FEW SHAY WILL NEVER FORGET THIS DAY
1718,WHAT IS YOUR NAME LORDING ASKED A LITTLE STROLLER PRESENTLY
1719,ROBBIN FITSERF
1720,AND MINE AS WILL STUTLY SHALL WE BECOME RADS
1721,RIGHT WILLINGLY FOR BETWEEN US WE HAVE ONE THE BETTLE ANSWERED BROBBIN
1722,I LIKE YOU WILL YOU ARE THE SECOND WILL THAT I HAVE MET IN LIKE WITHIN TWO DAYS IS THERE AS SIGN ON THAT
1723,MONTHBICHET CALLED OUT FOR ROBBIN TO GIVE HIM AN ARM
1724,FOR ENDS SAID MONTPHY SHAFE FAINTLY TO THE RESTLERS BARE US ESCORTS OF FAR THE SHERIES HOUSE
1725,IT WILL NOT BE SAFE FOR YOU TO STAY HERE NOW
1726,PRAY FOLLOW US WITH MIND IN MY LORD SHERIFFS MEN
1727,NODDING HIM CASTLE WAS REACH AND ADMITTENED WAS DEMANDED
1728,MASTER MONSOE THE SHERIFF OF NODDING HIM WAS MIGHTILY PUT ABOUT WHEN TOLD OF THE RIDING
1729,AND HANRY MIGHT RETURNED INWANT AT ANY MOMENT
1730,HAVE YOUR WILL CHILD IF THE BOY ALSO WILLS IT MONTGO SHAY ANSWERED FEELING TO ILL TO OPPOSE ANYTHING VERY STROMPLY JUST THEN
1731,HE MADE AN EFFORT TO HIDE HIS CONDITION FROM THEM ALL AND ROBIN FELT HIS FINGERS TIGHTEN UPON HIS ARM
1732,BEGGED ME A ROOM OF THE SHERIFF CHILD QUICKLY
1733,BUT WHO IS THIS FELLOW PLUCKY IT RESTEIVE
1734,HE IS MY ESQUIRE EXCELLENCY RETURNED ROBIN WITH DIGNITY
1735,MISTRESS FITZUT HAD BEEN CARRIED OFF WITH THE SERIFF'S DAUGHTER AND HER MADE SAYS SOON AS THEY HAD ENTERED THE HOUSE SO THAT BROPPIN ALONE HAD THE CARE OF MODFUSHAME
1736,ROPPIN WAS GLAD WHEN AT LEG THEY WERE LEFT TO THEIR OWN DEVICES
1737,THE WINDED CERTAINLY BRING BACK THE COLOR TO THIS QUIRES CHEEKS
1738,THESE ESCAPATES ARE NOT FOR OLD GAME WELL LAD HIS DAY HAS COME TO TWILIGHT
1739,WILL YOU FORGET ME NOW
1740,IT WILL BE NO DISAPPOINTMENT TO ME
1741,NO THANKS I AM GLAD TO GIVE YOU SUCH EASY HAPPINESS
1742,YOU ARE WORTHY LEAGUE WILL PRESENTLY WHISPERED ROBIN THE WINE HAS WORKED A MARFUL
1743,I AND SHOW YOU SOME PRETTY TRICKS
1744,YOUNG FITZ YOUTH HAD BEEN COMMANDED TO HIS MOTHER'S CHAMBER SO SOON AS HE HAD COME OUT FROM HIS CONVERSE WITH THE SQUIRE
1745,THERE BEFELL AN ANXIOUS INTERVIEW MISTRESS FITZ WHO ARGUING FOUR IN AGAINST THE SQUIRE'S PROJECT IN A BREATH
1746,MOST OF ALL ROBIN THOUGHT OF HIS FATHER WHAT WOULD HE COUNSEL
1747,IF VER WIN YOU BEGGAR YOURSELF I CANNOT STAY YOU
1748,BUT TAKE IT WILL STYLIVE AND WHERE MONTH FEASHES SHIELD IN THE DAYS WHEN MY EYES CAN BE REJOICED BY SO BRAVE THE SIGHT FOR YOU WILL NEARER DISGRACE OUR STUTCH AND I WARRANT ME
1749,THE LAD HAD CHACKED HIM THEN
1750,NEVER THAT SIR HE HAD SAID
1751,HE WAS INDEEP PONVERSE WITH THE CLERK AND ENTERED THE WHOLE HOLDING HIM BY THE ARM
1752,NOW TO BED BOY
1753,TIS LATE AND I GO MYSELF WITHIN A SHORT SPACE
1754,DOES MISS YOUR SQUIRE ROBIN AND BID ME GOOD EIGHN
1755,AS ANY AN ENGLAND I WOULD SAY SET CAME WHILE PROUDLY THAT IS IN HIS DAY
1756,YET HE WILL TEACH YOU A FEW TRICKS WHEN WORNING HIS COME
1757,THERE WAS NO CHANF TO ALTER HIS SLEEPING ROOM TO ONE NEARER TO GAME WELL'S CHAMBER
1758,PRESENTLY HE CROSSED THE FLOOR OF HIS ROOM WITH DECIDED STEP
1759,WILL CRIED HE SOFTLY AND STUTLY WHO ACHOSEN HIS COUNT RECROSS THE DOOR OF HIS YOUNG MASTER'S CHAMBER SPRANG UP AT ONCE HAD ANSWER
1760,WE WILL GO OUT TOGETHER TO THE BOWER THERE IS A WAY DOWN TO THE COURT FROM MY WINDOW
1761,REST AND BE STILL UNTIL I WARN YOU
1762,THE HOURS PASSED WE ARE ALI BY AND MOVEMENT COULD YET BE HEARD ABOUT THE HALL
1763,AT LAST ALL WAS QUIET AND BLACK IN THE COURTYARD OF GAME WELL
1764,WILL WHISPERED ROBBIN OPENING HIS DOOR AS HE SPOKE ARE YOU READY
1765,THEY THEN RENEWED THEIR JOURNEY AND UNDER THE BETTER LIGHT MADE A SAVE CROSSING OF THE STABLE ROOFS
1766,ROBIN ENTERED THE HOT DRAGGING THE UNWILLING ASQUIRE AFTER HIM
1767,BE NOT SO FOOLISH FRIEND SAID FISTER THROUGH CROSSLY
1768,THEY MOVED THEIR AFTER QUAUTIOUSLY ABOUT THE HUT GROPPING BEFORE AND ABOUT THEM TO FIND SOMETHING TO SHOW THAT THE WARRANT IN AT FOR FILL HIS MISSION
1769,THEY WERE UPON THE VERGE OF AN OPEN TRAP IN THE FAR CORNER OF THE HUT AND STUTLY HAD TRIPPED OVER THE EDGE OF THE REVERSED FLAP MOUTH OF THIS PIT
1770,FITZ HAND RESTED AT LAST UPON THE TOP RUNG OF A LATTER AND SLOWLY THE TRUTH CAME TO HIM
1771,ROBIN CAREFULLY DESCENDED THE LATTER AND FOUND HIMSELF SOON UPON FIRM BROCKY ROUND
1772,WHO STUATLY WAS BY HIS SIDE IN A FLASH AND THEN THEY BOTH BEGAN FEELING ABOUT THEM TO ASK HER TAIN THE SHAPE AND CHARACTER OF HIS VAULT
1773,FROM THE BLACKNESS BEHIND THE LIGHT THEY HEARD A VOICE WAR INTONS
1774,SAVE ME MASTERS WE STARTLED ME RARELY
1775,CRIED HE WAVING THE LANTHERN BEFORE HIM TO MAKE USE AND FRONT OF HIM
1776,INQUIRED ROBIN WITH HIS ESPICION STILL UPON HIM
1777,TRULY SUCH A HORSE WOULD BE WORTH MUCH IN NOTING HIM FAIR
1778,THEY NAY HATE LORDING ANSWERED WARRANTON WITH A HALF LAUGH
1779,WARRANT AND SPOKE THUS WITH SUGDIFFICANCE TO SHOW ROBIN THAT HE WAS NOT TO THINK JEFFERS CLAIMS TO THE ESTATE WITH HE PASSED BY
1780,ROBIN FITZ YOUTH SAW THAT HIS DOUBTS OF WARN TO HAD BEEN ON FAIR AND HE BECAME ASHAMED OF INSELF FOR HARBOURING THEM
